Your name; Your GitHub user; Dataset name; Dataset URL; Dataset brief description
Jaime Calero; jaimecalerooo; Estaciones regeneradoras de aguas residuales (ERAR); https://datos.madrid.es/dataset/300213-0-estaciones-regeneradoras-agua; Conjunto de datos en formato RDF que describe las estaciones regeneradoras de aguas residuales del Ayuntamiento de Madrid, utilizadas para la depuración y reutilización de aguas en el riego de parques y zonas verdes.
